STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,STATION,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/7/2017,0.18,",,7,0500",84,",,7",73,",,7",75,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/8/2017,0,"T,,7,0500",85,",,7",73,",,7",78,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/9/2017,0.11,",,7,0500",84,",,7",72,",,7",78,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/10/2017,0.02,",,7,0500",86,",,7",69,",,7",69,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/11/2017,0.02,",,7,0500",86,",,7",68,",,7",72,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/12/2017,0.28,",,7,0500",86,",,7",71,",,7",74,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/13/2017,0.32,",,7,0500",86,",,7",71,",,7",74,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/14/2017,0.2,",,7,0500",83,",,7",73,",,7",76,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/15/2017,0.05,",,7,0500",85,",,7",73,",,7",80,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/16/2017,0.1,",,7,0500",85,",,7",73,",,7",80,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/17/2017,0.21,",,7,0500",84,",,7",74,",,7",76,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/18/2017,0.05,",,7,0500",84,",,7",73,",,7",76,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/19/2017,0.05,",,7,0500",85,",,7",72,",,7",76,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/20/2017,0.06,",,7,0500",83,",,7",75,",,7",77,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/21/2017,0.03,",,7,0500",84,",,7",76,",,7",77,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/22/2017,0.2,",,7,0500",85,",,7",72,",,7",77,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/23/2017,0.2,",,7,0500",85,",,7",72,",,7",82,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/24/2017,0.61,",,7,0500",86,",,7",74,",,7",75,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/25/2017,0.11,",,7,0500",88,",,7",72,",,7",77,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/26/2017,0.12,",,7,0500",84,",,7",73,",,7",75,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/27/2017,0.01,",,7,0500",85,",,7",75,",,7",76,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/28/2017,0.09,",,7,0500",85,",,7",73,",,7",81,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/29/2017,0.23,",,7,0500",85,",,7",73,",,7",82,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/30/2017,0,",,7,0500",86,",,7",77,",,7",81,",,7,0500",519281,,,,,,,,,,,
USC00519281,"WAIHEE 837.5, HI US",21.4509,-157.8501,32.9,7/31/2017,0,",,7,0500",85,",,7",76,",,7",76,",,7,0500",519281,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/1/2016,0.85,",,7,0900",,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/2/2016,0,",,7,0900",88,",,7",71,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/3/2016,0.02,",,7,0900",86,",,7",74,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/4/2016,0.13,",,7,0900",88,",,7",64,",,7",81,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/5/2016,0.03,",,7,0900",87,",,7",66,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/8/2016,,,88,",,7",63,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/9/2016,,,88,",,7",66,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/10/2016,,,85,",,7",75,",,7",82,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/11/2016,,,88,",,7",76,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/12/2016,,,89,",,7",76,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/15/2016,,,87,",,7",72,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/16/2016,0,",,7,0900",88,",,7",72,",,7",81,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/17/2016,0,",,7,0900",88,",,7",71,",,7",81,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/18/2016,0,",,7,0900",88,",,7",70,",,7",81,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/19/2016,0,",,7,0900",,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/22/2016,,,88,",,7",68,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/23/2016,,,88,",,7",70,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/24/2016,,,85,",,7",74,",,7",78,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/25/2016,0,",,7,0900",88,",,7",69,",,7",81,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/26/2016,0.04,",,7,0900",88,",,7",68,",,7",81,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/29/2016,,,88,",,7",65,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/30/2016,0.02,",,7,0900",82,",,7",70,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,8/31/2016,,,85,",,7",75,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/1/2016,,,87,",,7",78,",,7",82,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/2/2016,,,82,",,7",76,",,7",81,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/6/2016,,,,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/8/2016,,,90,",,7",73,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/9/2016,,,88,",,7",74,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/12/2016,,,87,",,7",,,79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/13/2016,,,85,",,7",75,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/14/2016,,,85,",,7",74,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/15/2016,,,83,",,7",73,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/16/2016,0,"T,,7,0900",85,",,7",74,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/19/2016,,,87,",,7",,,79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/20/2016,0,",,7,0900",83,",,7",68,",,7",73,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/21/2016,0,",,7,0900",85,",,7",,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/22/2016,0.06,",,7,0900",85,",,7",72,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/23/2016,0,",,7,0900",86,",,7",73,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/26/2016,,,89,",,7",72,",,7",78,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/27/2016,0,"T,,7,0900",84,",,7",75,",,7",,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/28/2016,0,"T,,7,0900",86,",,7",72,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/29/2016,0.04,",,7,0900",87,",,7",73,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,9/30/2016,,,84,",,7",74,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/3/2016,,,87,",,7",74,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/4/2016,,,87,",,7",75,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/5/2016,,,87,",,7",73,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/6/2016,0.07,",,7,0900",86,",,7",69,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/7/2016,,,87,",,7",72,",,7",78,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/11/2016,,,87,",,7",68,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/13/2016,,,87,",,7",76,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/17/2016,,,86,",,7",70,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/18/2016,,,83,",,7",74,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/19/2016,,,86,",,7",72,",,7",80,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/20/2016,,,87,",,7",75,",,7",78,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/21/2016,,,85,",,7",73,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/24/2016,,,85,",,7",73,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/25/2016,0.4,",,7,0900",87,",,7",70,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/26/2016,0.2,",,7,0900",85,",,7",70,",,7",73,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/27/2016,,,84,",,7",71,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/28/2016,,,81,",,7",72,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,10/31/2016,,,83,",,7",70,",,7",75,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/2/2016,,,,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/4/2016,,,83,",,7",68,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/7/2016,,,85,",,7",65,",,7",75,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/8/2016,,,,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/9/2016,0,"T,,7,0900",87,",,7",66,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/14/2016,0.02,",,7,0900",88,",,7",66,",,7",79,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/15/2016,,,84,",,7",75,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/16/2016,,,85,",,7",73,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/17/2016,,,85,",,7",74,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/18/2016,,,83,",,7",74,",,7",75,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/21/2016,,,83,",,7",71,",,7",73,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/22/2016,,,78,",,7",71,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/23/2016,,,82,",,7",74,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/25/2016,,,,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/28/2016,,,82,",,7",70,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/29/2016,,,82,",,7",70,",,7",74,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,11/30/2016,,,79,",,7",71,",,7",75,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/1/2016,,,84,",,7",70,",,7",72,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/2/2016,,,82,",,7",68,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/4/2016,,,,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/5/2016,,,86,",,7",66,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/6/2016,,,82,",,7",66,",,7",74,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/7/2016,,,85,",,7",67,",,7",71,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/8/2016,0.27,",,7,0900",83,",,7",66,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/9/2016,,,82,",,7",67,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/11/2016,,,,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/12/2016,0.02,",,7,0900",84,",,7",65,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/13/2016,,,83,",,7",64,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/14/2016,,,80,",,7",64,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/15/2016,,,80,",,7",63,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/16/2016,,,78,",,7",60,",,7",66,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/18/2016,,,,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/19/2016,,,80,",,7",66,",,7",71,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/20/2016,,,84,",,7",69,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/21/2016,0.06,",,7,0900",83,",,7",71,",,7",73,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/22/2016,,,80,",,7",68,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/23/2016,,,80,",,7",65,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/28/2016,,,81,",,7",68,",,7",71,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/29/2016,,,81,",,7",68,",,7",71,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,12/30/2016,,,80,",,7",66,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/9/2017,,,81,",,7",,,65,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/10/2017,,,80,",,7",61,",,7",65,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/11/2017,,,81,",,7",64,",,7",67,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/12/2017,,,83,",,7",63,",,7",67,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/13/2017,,,82,",,7",65,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/16/2017,,,,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/17/2017,0,",,7,0900",84,",,7",63,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/18/2017,0,",,7,0900",82,",,7",70,",,7",73,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/19/2017,,,82,",,7",65,",,7",66,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/20/2017,,,82,",,7",65,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/23/2017,,,81,",,7",68,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/24/2017,,,80,",,7",66,",,7",69,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/25/2017,,,77,",,7",66,",,7",69,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/26/2017,0,",,7,0900",79,",,7",67,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/27/2017,0,",,7,0900",82,",,7",63,",,7",65,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/30/2017,0.05,",,7,0900",82,",,7",61,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,1/31/2017,0,",,7,0900",77,",,7",65,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/1/2017,0,",,7,0900",76,",,7",60,",,7",62,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/2/2017,0,",,7,0900",79,",,7",62,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/3/2017,0,",,7,0900",79,",,7",65,",,7",72,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/6/2017,,,83,",,7",,,76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/7/2017,0,"T,,7,0900",79,",,7",65,",,7",67,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/8/2017,0,"T,,7,0900",81,",,7",59,",,7",64,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/9/2017,0,",,7,0900",78,",,7",59,",,7",64,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/10/2017,0,",,7,0900",80,",,7",61,",,7",64,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/13/2017,,,80,",,7",62,",,7",77,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/14/2017,0,",,7,0900",81,",,7",64,",,7",76,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/15/2017,,,81,",,7",62,",,7",73,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/16/2017,,,83,",,7",68,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/17/2017,0,"T,,7,0900",82,",,7",65,",,7",69,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/21/2017,,,85,",,7",66,",,7",71,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/22/2017,0.17,",,7,0900",76,",,7",68,",,7",72,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/23/2017,0,",,7,0900",79,",,7",64,",,7",72,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/24/2017,0,",,7,0900",79,",,7",65,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/25/2017,0,",,7,0900",,,,,,,517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/27/2017,,,82,",,7",60,",,7",69,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,2/28/2017,,,83,",,7",69,",,7",72,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,3/1/2017,2.4,",,7,0900",76,",,7",66,",,7",66,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,3/2/2017,0.44,",,7,0900",73,",,7",66,",,7",73,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,3/3/2017,0.14,",,7,0900",82,",,7",65,",,7",70,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,3/6/2017,,,82,",,7",62,",,7",67,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,3/7/2017,,,82,",,7",63,",,7",67,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,3/8/2017,,,81,",,7",63,",,7",67,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,3/9/2017,0,",,7,0900",81,",,7",66,",,7",68,",,7,0900",517948,,,,,,,,,,,
USC00517948,"PEARL CITY, HI US",21.3934,-157.9751,11.9,3/10/2017,0,",,7,0900",82,",,7",64,",,7",68,",,7,0900",517948,,,,,,,,,,,
